Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 16plex_N	Razor + unique peptides 16plex_N	Unique peptides 16plex_N	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Fraction 7	Fraction 8	Fraction 9	Fraction 10	Fraction 11	Fraction 12	Q-value	Score	Identification type 16plex_N	Reporter intensity corrected 1 16plex_N	Reporter intensity corrected 2 16plex_N	Reporter intensity corrected 3 16plex_N	Reporter intensity corrected 4 16plex_N	Reporter intensity corrected 5 16plex_N	Reporter intensity corrected 6 16plex_N	Reporter intensity corrected 7 16plex_N	Reporter intensity corrected 8 16plex_N	Reporter intensity corrected 9 16plex_N	Reporter intensity corrected 10 16plex_N	Reporter intensity corrected 11 16plex_N	Reporter intensity corrected 12 16plex_N	Reporter intensity corrected 13 16plex_N	Reporter intensity corrected 14 16plex_N	Reporter intensity corrected 15 16plex_N	Reporter intensity corrected 16 16plex_N	Reporter intensity 1 16plex_N	Reporter intensity 2 16plex_N	Reporter intensity 3 16plex_N	Reporter intensity 4 16plex_N	Reporter intensity 5 16plex_N	Reporter intensity 6 16plex_N	Reporter intensity 7 16plex_N	Reporter intensity 8 16plex_N	Reporter intensity 9 16plex_N	Reporter intensity 10 16plex_N	Reporter intensity 11 16plex_N	Reporter intensity 12 16plex_N	Reporter intensity 13 16plex_N	Reporter intensity 14 16plex_N	Reporter intensity 15 16plex_N	Reporter intensity 16 16plex_N	Reporter intensity count 1 16plex_N	Reporter intensity count 2 16plex_N	Reporter intensity count 3 16plex_N	Reporter intensity count 4 16plex_N	Reporter intensity count 5 16plex_N	Reporter intensity count 6 16plex_N	Reporter intensity count 7 16plex_N	Reporter intensity count 8 16plex_N	Reporter intensity count 9 16plex_N	Reporter intensity count 10 16plex_N	Reporter intensity count 11 16plex_N	Reporter intensity count 12 16plex_N	Reporter intensity count 13 16plex_N	Reporter intensity count 14 16plex_N	Reporter intensity count 15 16plex_N	Reporter intensity count 16 16plex_N	Sequence coverage 16plex_N [%]	Intensity	Intensity 16plex_N	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Phospho (STY) site IDs	Oxidation (M) site positions	Phospho (STY) site positions	Taxonomy IDs
YPL134C	YPL134C	18	18	18	sp|YPL134C|ODC1_YEAST NCSL01000039.1 54293-55225 ORF Verified Mitochondrial inner membrane transporter; 2-oxodicarboxylate transporter, exports 2-oxoadipate and 2-oxoglutarate from the mitochondrial matrix to the cytosol for lysine and glutamate biosynthes	1	18	18	18	18	18	18	50.3	50.3	50.3	34.206	310	310	7.78	2	2	2	3	4	3	6	6	2	8	9	4	0	97.272	By MS/MS	11117000	12673000	8612200	9088200	10485000	11972000	12919000	9713600	8735800	10893000	10980000	9743100	10414000	10067000	9500400	13809000	11117000	12673000	8612200	9088200	10485000	11972000	12919000	9713600	8735800	10893000	10980000	9743100	10414000	10067000	9500400	13809000	32	36	33	36	34	34	38	33	32	37	38	33	36	33	33	37	50.3	32032000000	32032000000	36				3534	208;1469;4411;7054;7055;8034;8229;8230;10702;13005;13247;13512;14349;16636;16637;18526;27115;27292	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	213;1532;4572;7286;7287;8303;8503;8504;8505;11084;11085;13439;13687;13963;14823;17184;17185;19200;19201;28051;28232	381;382;383;2819;7898;12276;12277;12278;12279;14047;14048;14049;14050;14051;14414;14415;14416;14417;14418;14419;14420;14421;18968;18969;18970;22752;23145;23146;23578;24915;24916;28893;28894;28895;28896;32369;32370;32371;32372;32373;32374;47038;47334;47335;47336;47337;47338;47339;47340;47341;47342	334;335;2373;6867;10729;10730;10731;12256;12257;12258;12556;12557;12558;12559;12560;12561;16535;16536;19863;20215;20216;20602;21815;25231;25232;25233;28217;28218;28219;28220;28221;41061;41319;41320;41321;41322	334;2373;6867;10729;10730;12257;12559;12561;16535;19863;20216;20602;21815;25232;25233;28219;41061;41319	1140;1141;1142		39;90;120		-1
YPL135W;YOR226C	YPL135W	6;2	6;2	6;2	sp|YPL135W|ISU1_YEAST NCSL01000039.1 53275-53772 ORF Verified Conserved protein of the mitochondrial matrix; performs a scaffolding function during assembly of iron-sulfur clusters, interacts physically and functionally with yeast frataxin (Yfh1p); ISU1 ha	2	6	6	6	6	6	6	50.9	50.9	50.9	17.909	165	165;156	7.55	1	1			1	1			4	1	1	1	0	65.618	By MS/MS	898300	1058600	1016800	854920	848100	1142100	2261100	1631500	434290	544810	287120	278210	323490	303260	537110	576650	898300	1058600	1016800	854920	848100	1142100	2261100	1631500	434290	544810	287120	278210	323490	303260	537110	576650	9	8	10	9	10	10	10	10	7	8	7	5	6	6	8	7	50.9	1493600000	1493600000	11				3535	102;5049;13546;20313;26121;29148	True;True;True;True;True;True	105;5225;13998;13999;21067;27020;30164	185;186;8930;8931;23625;23626;23627;35311;45314;45315;50881	165;7784;7785;7786;20649;20650;20651;30844;39558;39559;44361	165;7785;20649;30844;39559;44361	1143		73		-1;-1
YPL137C	YPL137C	4	4	4	sp|YPL137C|GIP3_YEAST NCSL01000039.1 48540-52370 ORF Verified Cytoplasmic protein that regulates protein phosphatase 1 Glc7p; overexpression relocalizes Glc7p from the nucleus and prevents chromosome segregation; may interact with ribosomes, based on co-pu	1	4	4	4	4	4	4	3.9	3.9	3.9	140.86	1276	1276	5.25		1		2							1		0	5.9134	By MS/MS	22725	39157	52147	67129	60571	25919	46031	58165	38301	25209	45527	79941	70492	66402	70523	92348	22725	39157	52147	67129	60571	25919	46031	58165	38301	25209	45527	79941	70492	66402	70523	92348	1	2	3	3	3	2	3	3	2	2	2	3	3	4	3	3	3.9	56167000	56167000	4				3536	21827;25332;25342;25861	True;True;True;True	22620;26211;26223;26756	37868;43903;43916;44850	33076;38316;38329;39164	33076;38316;38329;39164					-1
YPL138C	YPL138C	2	2	2	sp|YPL138C|SPP1_YEAST NCSL01000039.1 47088-48149 ORF Verified Subunit of COMPASS (Set1C); a complex which methylates histone H3 on lysine 4 and is required in telomeric transcriptional silencing; promotes meiotic DSB formation by interacting with H3K4me3 a	1	2	2	2	2	2	2	4.2	4.2	4.2	41.468	353	353	9						1						1	0	4.2433	By MS/MS	343570	331500	164350	142360	166200	247130	270160	146640	252890	256630	238290	246380	207560	252110	145980	349480	343570	331500	164350	142360	166200	247130	270160	146640	252890	256630	238290	246380	207560	252110	145980	349480	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4.2	264470000	264470000	2				3537	10803;16688	True;True	11188;17236	19142;28972	16682;25301	16682;25301					-1
YPL139C	YPL139C	10	10	9	sp|YPL139C|UME1_YEAST NCSL01000039.1 45403-46785 ORF Verified Component of both the Rpd3S and Rpd3L histone deacetylase complexes; negative regulator of meiosis; required for repression of a subset of meiotic genes during vegetative growth, binding of hist	1	10	10	9	9	9	9	28.5	28.5	24.8	50.968	460	460	6.09	1	2	2				1	1	1	1	2		0	46.92	By MS/MS	1238000	1225200	851240	936130	1293100	1277400	1236300	911090	917320	1097200	1208700	1121800	1192600	1332800	1109800	1567900	1238000	1225200	851240	936130	1293100	1277400	1236300	911090	917320	1097200	1208700	1121800	1192600	1332800	1109800	1567900	9	9	9	9	9	9	9	9	9	9	9	9	9	10	9	9	24.8	914680000	914680000	11				3538	6661;7408;9855;13792;18206;23752;25248;26457;27446;30218	True;True;True;True;True;True;True;True;True;True	6884;7652;10212;14249;18833;24574;27367;28391;31271	11640;11641;12893;17508;17509;23998;31749;41161;45919;47608;52890	10187;11267;15239;15240;20988;27648;35917;40101;41553;46068;46069	10187;11267;15240;20988;27648;35917;40101;41553;46069					-1
YPL140C	YPL140C	2	2	2	sp|YPL140C|MKK2_YEAST NCSL01000039.1 43248-44768 ORF Verified MAPKK involved in the protein kinase C signaling pathway; involved in control of cell integrity; upon activation by Bck1p phosphorylates downstream target, Slt2p; functionally redundant with Mkk	1	2	2	2	2	2	2	7.3	7.3	7.3	56.757	506	506	6	1							1	1				1	-2	By MS/MS	569340	535500	426400	409830	448790	465760	376360	302220	571850	380120	665530	608090	353540	394990	367730	529820	569340	535500	426400	409830	448790	465760	376360	302220	571850	380120	665530	608090	353540	394990	367730	529820	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	7.3	168080000	168080000	1	+			3539	3912;27917	True;True	4060;28881	7161;7162;48548	6178;42374	6178;42374		466;783		111;125	-1
YPL143W	YPL143W	8	8	4	sp|YPL143W|RPL33A_YEAST NCSL01000039.1 37860-38706 ORF Verified Ribosomal 60S subunit protein L33A; N-terminally acetylated; rpl33a null mutant exhibits slow growth while rpl33a rpl33b double null mutant is inviable; homologous to mammalian ribosomal prote	1	8	8	4	8	8	4	42.1	42.1	25.2	12.154	107	107	7	2	3	2	1			2	2	2	3	2	3	0	70.855	By MS/MS	10324000	10967000	3790200	3709000	4957800	7559000	8152000	4433500	5652800	6123000	5378900	5557200	4721700	6150000	3102900	11307000	10324000	10967000	3790200	3709000	4957800	7559000	8152000	4433500	5652800	6123000	5378900	5557200	4721700	6150000	3102900	11307000	14	16	13	13	14	16	15	15	15	12	15	14	13	14	13	14	42.1	12990000000	12990000000	18				3540	10541;10542;10676;22666;26267;29205;29206;29207	True;True;True;True;True;True;True;True	10922;10923;11058;23469;27171;30221;30222;30223	18691;18692;18693;18694;18914;18915;18916;18917;18918;18919;39227;45577;45578;45579;45580;45581;50983;50984;50985;50986;50987;50988	16307;16308;16309;16310;16491;16492;16493;16494;16495;16496;34233;39798;39799;44449;44450;44451;44452;44453	16307;16310;16492;34233;39799;44450;44451;44452					-1
YPL144W	YPL144W	1	1	1	sp|YPL144W|POC4_YEAST NCSL01000039.1 36218-36664 ORF Verified Component of a heterodimeric Poc4p-Irc25p chaperone; involved in assembly of alpha subunits into the 20S proteasome; may regulate formation of proteasome isoforms with alternative subunits under	1	1	1	1	1	1	1	16.2	16.2	16.2	16.573	148	148	4.5				1	1								0	4.4079	By MS/MS	16694	15987	0	0	7160.9	8522	0	5775.9	9398.3	4743.5	14356	6798.3	10718	10854	0	12880	16694	15987	0	0	7160.9	8522	0	5775.9	9398.3	4743.5	14356	6798.3	10718	10854	0	12880	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0	1	16.2	45591000	45591000	1				3541	26347	True	27252	45726;45727	39924	39924					-1
YPL145C	YPL145C	9	9	9	sp|YPL145C|KES1_YEAST NCSL01000039.1 34133-35437 ORF Verified One of seven members of the yeast oxysterol binding protein family; involved in negative regulation of Sec14p-dependent Golgi complex secretory functions, peripheral membrane protein that locali	1	9	9	9	9	9	9	25.8	25.8	25.8	49.491	434	434	3.64	2	5	3				3		1				0	111.21	By MS/MS	3056200	3142700	2047700	2073400	2384400	3269200	3513800	2530700	2384700	2791600	2532000	2597100	2657000	2870400	2509700	3711000	3056200	3142700	2047700	2073400	2384400	3269200	3513800	2530700	2384700	2791600	2532000	2597100	2657000	2870400	2509700	3711000	15	14	11	11	12	14	14	10	12	14	14	12	13	14	11	15	25.8	1899900000	1899900000	16				3542	3075;5095;12853;13785;14561;18900;19058;24791;30240	True;True;True;True;True;True;True;True;True	3195;5271;13287;14242;15045;19604;19768;25658;31294	5804;5805;5806;9003;9004;22539;23989;25334;25335;33082;33336;42990;52922;52923	4962;4963;4964;4965;7851;7852;19665;20979;22173;22174;28832;28833;29069;37507;46099;46100	4962;7851;19665;20979;22173;28833;29069;37507;46100					-1
YPL146C	YPL146C	2	2	2	sp|YPL146C|NOP53_YEAST NCSL01000039.1 31885-33267 ORF Verified Nucleolar protein; involved in biogenesis of the 60S subunit of the ribosome; interacts with rRNA processing factors Cbf5p and Nop2p and with the nucleolar proteins Nop17p and Nip7p; null mutan	1	2	2	2	2	2	2	4.6	4.6	4.6	53.183	460	460	4				2									0	5.7184	By MS/MS	58402	44005	53003	62774	79349	115290	91826	77987	35241	46961	44069	42567	51191	39224	49036	52873	58402	44005	53003	62774	79349	115290	91826	77987	35241	46961	44069	42567	51191	39224	49036	52873	2	2	1	1	1	2	2	2	1	2	2	2	2	2	2	1	4.6	39474000	39474000	2				3543	19238;20102	True;True	19955;20844	33608;34974	29321;30542	29321;30542					-1
YPL147W	YPL147W	6	6	6	sp|YPL147W|PXA1_YEAST NCSL01000039.1 28980-31592 ORF Verified Subunit of heterodimeric peroxisomal ABC transport complex, with Pxa2p; required for import of long-chain fatty acids into peroxisomes; similar to human adrenoleukodystrophy transporters ABCD1an	1	6	6	6	6	6	6	7.8	7.8	7.8	100.08	870	870	4.17	1		2		2			1					0	10.661	By MS/MS	321570	344500	285030	259320	322090	304830	408440	250330	239340	279810	338760	287990	258750	332760	229320	336700	321570	344500	285030	259320	322090	304830	408440	250330	239340	279810	338760	287990	258750	332760	229320	336700	3	3	4	3	3	3	3	3	3	3	4	4	3	3	3	3	7.8	358570000	358570000	6				3544	5102;10835;14906;21666;21716;24726	True;True;True;True;True;True	5278;11221;15397;22453;22503;25589	9015;19192;25924;37619;37700;42875	7860;16725;22676;32856;32926;37410	7860;16725;22676;32856;32926;37410					-1
YPL149W	YPL149W	1	1	1	sp|YPL149W|ATG5_YEAST NCSL01000039.1 27035-27919 ORF Verified Conserved protein involved in autophagy and the Cvt pathway; undergoes conjugation with Atg12p to form a complex involved in Atg8p lipidation; Atg5p-Atg12p conjugate enhances E2 activity of Atg3	1	1	1	1	1	1	1	5.4	5.4	5.4	33.665	294	294	9									1				1	-2	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.4	0	0	0	+			3545	12174	True	12596	21404	18653	18653	1144;1145	784;785	222;228	219;221	-1
YPL150W	YPL150W	4	4	4	sp|YPL150W|dubious1013_YEAST NCSL01000039.1 23913-26618 ORF Uncharacterized Protein kinase of unknown cellular role; binds phosphatidylinositols and cardiolipin in a large-scale study GN=dubious1013 PE=1 SV=1	1	4	4	4	4	4	4	4.7	4.7	4.7	100.61	901	901	9						2						2	0	54.205	By MS/MS	298080	354300	261400	266300	345490	356410	377340	307440	316750	437400	363210	344150	365900	326320	301400	515550	298080	354300	261400	266300	345490	356410	377340	307440	316750	437400	363210	344150	365900	326320	301400	515550	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	4.7	194960000	194960000	4				3546	8563;8996;19476;27975	True;True;True;True	8849;9308;20195;28944	15013;15856;33998;48680	13064;13799;29658;42484	13064;13799;29658;42484					-1
YPL152W	YPL152W	3	3	3	sp|YPL152W|RRD2_YEAST NCSL01000039.1 20755-21831 ORF Verified Peptidyl-prolyl cis/trans-isomerase; also activates the phosphotyrosyl phosphatase activity of protein phosphatase 2A (PP2A); regulates G1 phase progression, the osmoresponse, microtubule dynami	1	3	3	3	3	3	3	9.2	9.2	9.2	41.438	358	358	9.25							2				1	1	0	7.8591	By MS/MS	319650	322070	124970	154270	188230	142850	189480	159490	238190	246400	298390	307320	275220	306050	186860	395270	319650	322070	124970	154270	188230	142850	189480	159490	238190	246400	298390	307320	275220	306050	186860	395270	3	3	2	3	4	2	3	3	3	4	4	4	4	4	4	3	9.2	211400000	211400000	4				3547	6361;16122;27903	True;True;True	6578;16648;28866	11152;11153;27983;48526	9767;9768;24463;42353	9767;24463;42353					-1
YPL153C	YPL153C	3	3	3	sp|YPL153C|RAD53_YEAST NCSL01000039.1 17454-19919 ORF Verified DNA damage response protein kinase; required for cell-cycle arrest, regulation of copper genes in response to DNA damage; phosphorylates nuclear pores to counteract gene gating, preventing aber	1	3	3	3	3	3	3	3.4	3.4	3.4	91.911	821	821	8						1	1				1		0	10.454	By MS/MS	32931	169830	31935	258320	145220	351090	294860	336300	392430	461310	332640	343530	416650	410280	352310	450090	32931	169830	31935	258320	145220	351090	294860	336300	392430	461310	332640	343530	416650	410280	352310	450090	1	2	1	2	2	3	3	2	2	2	2	2	2	2	2	2	3.4	127620000	127620000	3				3548	12009;15896;28439	True;True;True	12427;16417;29422	21133;27607;49539	18416;24151;43224	18416;24151;43224					-1
YPL154C	YPL154C	22	22	22	sp|YPL154C|PEP4_YEAST NCSL01000039.1 15442-16659 ORF Verified Vacuolar aspartyl protease (proteinase A); required for posttranslational precursor maturation of vacuolar proteinases; important for protein turnover after oxidative damage; plays a protective 	1	22	22	22	22	22	22	44.9	44.9	44.9	44.5	405	405	7.21	7	6	6	2	3	4	5	4	9	9	7	10	0	316.2	By MS/MS	14588000	15443000	6589400	6105800	9097400	10475000	13516000	9143600	10437000	11613000	12078000	12739000	8532200	11642000	5581300	22284000	14588000	15443000	6589400	6105800	9097400	10475000	13516000	9143600	10437000	11613000	12078000	12739000	8532200	11642000	5581300	22284000	52	57	42	36	45	54	53	49	50	55	53	56	46	54	35	60	44.9	70506000000	70506000000	60				3549	1622;3832;5932;5933;5934;6054;6485;6486;7677;7678;9529;12861;13070;13175;14369;20707;28583;30000;30001;30589;31068;31541	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1704;3978;6136;6137;6138;6261;6704;6705;7933;7934;9870;13295;13506;13613;14843;21472;29568;31045;31046;31652;32142;32634	3129;7032;10361;10362;10363;10364;10365;10366;10367;10368;10369;10370;10634;10635;10636;10637;10638;10639;10640;10641;10642;11346;11347;11348;11349;11350;11351;11352;13446;13447;13448;16914;22549;22550;22551;22864;23033;23034;23035;24945;24946;24947;36022;36023;36024;36025;36026;36027;49800;49801;49802;49803;49804;52481;52482;52483;52484;52485;52486;52487;52488;52489;52490;53555;53556;53557;53558;54450;54451;55320;55321;55322	2649;6059;9078;9079;9080;9081;9082;9083;9084;9085;9086;9087;9326;9327;9328;9329;9330;9939;9940;9941;9942;9943;11711;11712;14719;19675;19676;19677;19966;20113;20114;20115;21842;21843;31443;31444;31445;43440;43441;43442;43443;43444;43445;45724;45725;45726;45727;45728;45729;45730;45731;46647;46648;46649;46650;47427;47428;48187;48188;48189	2649;6059;9079;9080;9086;9326;9940;9943;11711;11712;14719;19675;19966;20115;21843;31445;43441;45725;45730;46647;47428;48189					-1
YPL155C	YPL155C	2	2	2	sp|YPL155C|KIP2_YEAST NCSL01000039.1 12945-15065 ORF Verified Kinesin-related motor protein involved in mitotic spindle positioning; stabilizes microtubules by targeting Bik1p to the plus end; functions as a microtubule polymerase and catastrophe inhibitor	1	2	2	2	2	2	2	4.1	4.1	4.1	78.34	706	706	8.33						1			1	1			0	7.9349	By MS/MS	108380	62155	86920	85735	72534	97390	86989	70820	65083	85430	75753	95907	78401	65625	79789	74671	108380	62155	86920	85735	72534	97390	86989	70820	65083	85430	75753	95907	78401	65625	79789	74671	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	4.1	41955000	41955000	3				3550	18962;24083	True;True	19668;24917	33178;33179;41737	28922;28923;36417	28923;36417					-1
YPL156C	YPL156C	4	4	4	sp|YPL156C|PRM4_YEAST NCSL01000039.1 11642-12496 ORF Verified Pheromone-regulated protein proposed to be involved in mating; predicted to have 1 transmembrane segment; transcriptionally regulated by Ste12p during mating and by Cat8p during the diauxic shif	1	4	4	4	4	4	4	13.7	13.7	13.7	32.035	284	284	5.5		1	2					2	1				0	9.9912	By MS/MS	373640	347310	332420	387280	248120	286030	494140	425020	97374	47613	39156	70699	49723	71903	61977	171960	373640	347310	332420	387280	248120	286030	494140	425020	97374	47613	39156	70699	49723	71903	61977	171960	6	6	6	6	6	6	6	6	4	3	2	4	3	4	3	5	13.7	287990000	287990000	6				3551	4346;8494;8751;27378	True;True;True;True	4507;8774;9054;28320	7806;7807;14879;14880;15415;47503	6783;6784;12951;12952;13415;41463	6783;12951;13415;41463					-1
YPL157W	YPL157W	1	1	1	sp|YPL157W|TGS1_YEAST NCSL01000039.1 10543-11490 ORF Verified Trimethyl guanosine synthase, conserved nucleolar methyl transferase; converts the m(7)G cap structure of snRNAs, snoRNAs, and telomerase TLC1 RNA to m(2,2,7)G; also required for nucleolar assem	1	1	1	1	1	1	1	2.9	2.9	2.9	36.527	315	315	8								1					1	-2	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9	0	0	0	+			3552	9187	True	9507	16234	14130	14130		467;468		154;160	-1
YPL160W	YPL160W	35	35	34	sp|YPL160W|CDC60_YEAST NCSL01000039.1 2727-5999 ORF Verified Cytosolic leucyl tRNA synthetase; ligates leucine to the appropriate tRNA; human homolog LARS can complement yeast temperature-sensitive mutant at restrictive temperature GN=CDC60 PE=1 SV=1	1	35	35	34	35	35	34	40.4	40.4	39.6	124.15	1090	1090	5.13	6	4	9	8	2	8	6	3	3			4	0	293.99	By MS/MS	8229800	8369300	5094800	5496000	5996000	8015800	8572400	6507500	5733200	7156700	6897000	6820000	7152900	7076700	5825800	10185000	8229800	8369300	5094800	5496000	5996000	8015800	8572400	6507500	5733200	7156700	6897000	6820000	7152900	7076700	5825800	10185000	37	39	36	36	38	43	42	38	38	40	43	42	39	42	36	41	40.4	7587100000	7587100000	47				3553	311;1219;1518;3182;4086;4183;4347;5024;5738;7914;9223;9390;10180;10506;10793;10872;11429;12477;12742;14507;15041;15042;18828;19624;20216;20604;22759;23373;25219;25220;27840;28213;29473;30827;31511	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	320;1270;1593;3304;4240;4339;4508;5200;5941;8178;9547;9726;10550;10885;11178;11259;11831;12902;13173;14988;15536;15537;19532;20344;20961;21367;23565;24189;26096;26097;26098;28801;29188;30499;31895;32603	566;2368;2914;2915;2916;2917;2918;2919;5988;7420;7580;7581;7808;8870;8871;8872;10057;13847;16307;16308;16644;18085;18086;18087;18632;18633;19123;19249;20173;20174;21888;21889;22383;25234;26139;26140;26141;26142;32963;32964;34220;35151;35825;39382;40464;43721;43722;43723;48408;49110;51489;54018;55283	487;1989;2457;2458;5123;6416;6562;6785;7738;7739;8807;12082;12083;14195;14196;14497;15777;16252;16253;16666;16774;17588;17589;19078;19079;19080;19514;22084;22871;22872;28726;28727;29858;30704;31278;31279;34368;35298;38150;38151;38152;38153;42244;42846;44900;47055;48150	487;1989;2457;5123;6416;6562;6785;7739;8807;12082;14195;14497;15777;16252;16666;16774;17588;19078;19514;22084;22871;22872;28727;29858;30704;31278;34368;35298;38151;38153;42244;42846;44900;47055;48150	1146		738		-1
YPL161C	YPL161C	8	8	8	sp|YPL161C|BEM4_YEAST NCSL01000039.1 59-1960 ORF Verified Protein involved in establishment of cell polarity and bud emergence; interacts with the Rho1p small GTP-binding protein and with the Rho-type GTPase Cdc42p; involved in maintenance of proper telome	1	8	8	8	8	8	8	17.2	17.2	17.2	71.061	633	633	7.7		1		1	1	1	1	1		1	1	2	0	50.647	By MS/MS	1193800	1231200	552470	400180	540390	637190	824190	572160	658720	566550	886240	689740	539050	727390	325500	1283800	1193800	1231200	552470	400180	540390	637190	824190	572160	658720	566550	886240	689740	539050	727390	325500	1283800	7	7	7	6	7	7	7	6	7	7	8	6	7	6	6	8	17.2	181720000	181720000	9				3554	5357;8841;12195;17987;19609;24115;26880;29952	True;True;True;True;True;True;True;True	5551;9147;12617;18580;20329;24950;27801;30996	9430;15597;21435;31301;31302;34198;41785;41786;46637;52386	8246;13565;18681;27272;29838;36463;36464;40714;45638	8246;13565;18681;27272;29838;36463;40714;45638					-1
YPL164C	YPL164C	3	3	3	sp|YPL164C|MLH3_YEAST NCSL01000047.1 2761-4908 ORF Verified Protein involved in DNA mismatch repair and meiotic recombination; involved in crossing-over during meiotic recombination; forms a complex with Mlh1p; mammalian homolog is implicated mammalian mic	1	3	3	3	3	3	3	6.6	6.6	6.6	82.161	715	715	10.2								1		1	1	1	0.00029727	2.9771	By MS/MS	24150	95372	449470	581270	427100	294680	190330	375590	134950	304970	213080	253840	536060	339420	512890	94028	24150	95372	449470	581270	427100	294680	190330	375590	134950	304970	213080	253840	536060	339420	512890	94028	3	4	4	4	4	4	4	4	3	4	3	3	3	3	4	4	6.6	221780000	221780000	3				3555	2831;23495;30489	True;True;True	2945;24310;31546	5415;5416;40670;53339	4619;35491;46462	4619;35491;46462					-1
YPL166W	YPL166W	4	4	2	sp|YPL166W|ATG29_YEAST NCSL01000047.1 6271-6912 ORF Verified Autophagy-specific protein; required for recruiting other ATG proteins to the pre-autophagosomal structure (PAS); interacts with Atg17p and localizas to the PAS in a manner interdependent with At	1	4	4	2	2	2	2	11.7	11.7	10.3	24.691	213	213	6.5	1											1	0.00059172	2.8504	By MS/MS	141570	128740	104510	101570	103080	117640	134780	116460	102540	99856	129370	113680	95066	134530	95335	162480	141570	128740	104510	101570	103080	117640	134780	116460	102540	99856	129370	113680	95066	134530	95335	162480	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10.3	24458000	24458000	1				3556	10644;11582;11583;18173	True;True;True;True	11026;11992	18865;20449	16452;17813	16452;17813	1147	926	3	11	-1
